name,year,buy_price,sell_price,km_driven,fuel,seller_type,transmission,owner
Hyundai Verna 1.6 VTVT SX,2015,652930.6494,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2017,524107.8097,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Volkswagen Jetta 2.0L TDI Highline AT,2012,591558.5544,735000,55300,Diesel,Dealer,Automatic,First Owner
Tata Indica Vista Quadrajet 90 VX,2012,246921.8301,285000,74300,Diesel,Dealer,Manual,First Owner
Honda City VX MT,2010,295022.429,350000,48781,Petrol,Dealer,Manual,First Owner
Volkswagen Jetta 1.9 Highline TDI,2010,252050.7635,290000,87620,Diesel,Dealer,Automatic,First Owner
Volkswagen Vento 1.5 TDI Highline Plus AT,2017,713015.6191,890000,40219,Diesel,Dealer,Automatic,First Owner
Honda Jazz VX,2011,314882.6748,385000,11473,Petrol,Dealer,Manual,First Owner
Maruti Eeco 5 Seater AC BSIV,2017,379204.4308,425000,8352,Petrol,Dealer,Manual,First Owner
Maruti Wagon R VXI AMT1.2BSIV,2017,461217.2947,525000,9745,Petrol,Dealer,Automatic,First Owner
Hyundai Grand i10 Asta,2017,453737.4968,550000,9748,Petrol,Dealer,Manual,First Owner
Volkswagen Polo 1.0 MPI Trendline,2012,216901.5158,271000,49000,Petrol,Dealer,Manual,First Owner
Hyundai Creta 1.6 CRDi SX Option,2018,1279751.084,1490000,20694,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 Asta Option,2015,401198.262,490000,31080,Petrol,Dealer,Manual,First Owner
Hyundai EON Era Plus,2014,208497.196,260000,37605,Petrol,Dealer,Manual,First Owner
Hyundai Xcent 1.1 CRDi SX Option,2014,382463.783,455000,55850,Diesel,Dealer,Manual,First Owner
Tata Nano Lx BSIV,2010,65499.74052,75000,58850,Petrol,Dealer,Manual,First Owner
Toyota Etios Cross 1.2L G,2015,374530.9264,421000,23839,Petrol,Dealer,Manual,First Owner
Maruti Swift DDiS LDI,2016,474708.1476,550000,54000,Diesel,Dealer,Manual,First Owner
Hyundai i10 Sportz 1.2 AT,2013,283139.9941,330000,38000,Petrol,Dealer,Automatic,First Owner
Volkswagen Vento 1.5 TDI Comfortline,2012,332205.2974,390000,45454,Diesel,Dealer,Manual,First Owner
Skoda Rapid 1.5 TDI AT Ambition,2015,512627.3292,599000,46957,Diesel,Dealer,Automatic,First Owner
Hyundai Getz GLE,2007,94324.31083,110000,60000,Petrol,Individual,Manual,Fourth & Above Owner
Renault KWID RXT Optional,2016,202833.3839,250000,25000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio M2DI,2012,533016.9852,600000,110000,Diesel,Individual,Manual,Fourth & Above Owner
Ford Endeavour XLT TDCi 4X2,2008,231600.5283,280000,190000,Diesel,Individual,Manual,Second Owner
Audi Q3 35 TDI Quattro Technology,2018,2206305.735,2700000,25000,Diesel,Individual,Automatic,First Owner
Mahindra Renault Logan 1.4 GLX Petrol,2008,65357.95874,80000,90000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,2019,306119.1278,350000,5000,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2015,395297.3546,475000,60000,Diesel,Individual,Manual,First Owner
Audi A5 Sportback,2020,4203761.893,4700000,1500,Diesel,Individual,Automatic,First Owner
Maruti Swift Dzire VDI,2018,437686.4511,500000,50000,Diesel,Individual,Manual,First Owner
Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2014,220706.401,250000,120000,Diesel,Individual,Manual,First Owner
Hyundai Accent CRDi,2005,85056.70636,100000,120000,Diesel,Individual,Manual,Second Owner
Maruti Alto K10 VXI Airbag,2019,310814.9113,350000,5000,Petrol,Individual,Manual,First Owner
BMW 7 Series Signature 730Ld,2014,3469805.807,4000000,47000,Diesel,Individual,Automatic,First Owner
Toyota Camry 2.5 Hybrid,2017,1547787.005,1900000,20000,Petrol,Individual,Automatic,First Owner
Hyundai Santro Xing XG,2005,83843.98107,95000,120000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 CRDi Sportz,2015,357415.302,409999,58000,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W5 BSIV,2018,895258.0777,1050000,35000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI,2017,273035.9981,320000,30000,Petrol,Individual,Manual,First Owner
Mahindra XUV300 W8 Option Diesel BSIV,2019,884865.8514,1000000,10000,Diesel,Individual,Manual,First Owner
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1534738.107,1770000,25000,Diesel,Individual,Manual,First Owner
Mahindra Thar CRDe,2018,785158.0771,950000,20000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire ZDI,2018,664394.3159,750000,50000,Diesel,Individual,Manual,First Owner
Hyundai EON Magna Plus,2014,183326.0686,220000,42000,Petrol,Individual,Manual,First Owner
Tata Hexa XM,2017,849012.6592,1000000,50000,Diesel,Individual,Manual,First Owner
Honda Mobilio E i DTEC,2017,563666.2747,660000,116000,Diesel,Individual,Manual,First Owner
Maruti Ertiga ZDI,2015,593059.7759,716000,100000,Diesel,Individual,Manual,First Owner
Maruti Ciaz ZXi Plus,2015,562700.7914,675000,66000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio LX,2010,313895.4321,385000,110000,Diesel,Individual,Manual,Third Owner
Fiat Grande Punto EVO 1.3 Dynamic,2014,260215.9997,325000,70000,Diesel,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX Option,2015,826118.6163,950000,60000,Diesel,Individual,Manual,First Owner
Ford Endeavour Hurricane Limited Edition,2007,331679.4905,400000,110000,Diesel,Individual,Automatic,Fourth & Above Owner
Tata Indica Vista TDI LS,2014,208508.4813,250000,25000,Diesel,Individual,Manual,First Owner
Land Rover Discovery S 2.0 SD4,2018,3434168.988,4000000,68000,Petrol,Individual,Automatic,First Owner
Maruti Alto 800 LXI,2014,170289.9581,210000,20000,Petrol,Individual,Manual,First Owner
Hyundai i10 Era 1.1 iTech SE,2011,120999.6285,147000,110000,Petrol,Individual,Manual,Second Owner
Maruti Vitara Brezza VDi Option,2018,603474.725,725000,26350,Diesel,Individual,Manual,First Owner
Mahindra Scorpio SLE BSIV,2012,441865.9946,550000,90000,Diesel,Individual,Manual,First Owner
Hyundai i20 Sportz Option 1.2,2016,412881.8919,475000,25000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2014,212193.1015,250000,50000,Petrol,Individual,Manual,Second Owner
Tata Indica LSI,2006,60812.01697,70000,60000,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,2012,132467.3095,160000,70000,Petrol,Individual,Manual,Third Owner
Ford Endeavour 3.0L 4X4 AT,2011,858757.5484,1000000,90000,Diesel,Individual,Automatic,Second Owner
Hyundai Santro LE zipPlus,2001,57839.26217,68000,70000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017,437304.8601,500000,26500,Petrol,Individual,Manual,First Owner
Tata Indigo CR4,2013,145575.7759,170000,60000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio S11 BSIV,2018,1096187.292,1300000,35000,Diesel,Individual,Manual,First Owner
Hyundai Creta 1.4 EX Diesel,2020,894479.4111,1050000,10000,Diesel,Individual,Manual,First Owner
Maruti Ritz LXI,2009,249393.2768,300000,15000,Petrol,Individual,Manual,First Owner
Hyundai i20 Magna 1.2,2016,483020.3818,600000,25000,Petrol,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 SX,2017,746619.8847,900000,50000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,440363.5738,550000,25000,Petrol,Individual,Manual,First Owner
Maruti Alto LX,2007,80029.68894,100000,52000,Petrol,Individual,Manual,Second Owner
Honda Brio 1.2 S MT,2017,356834.195,400000,15000,Petrol,Individual,Manual,First Owner
Tata Nano Lx,2011,107490.8723,120000,20000,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta 1.4 CRDi,2013,246846.8194,300000,90000,Diesel,Individual,Manual,First Owner
Tata Indigo LX,2011,114480.3897,140000,60000,Diesel,Individual,Manual,Second Owner
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2015,530847.9625,640000,23000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,2018,307196.7813,380000,22155,Petrol,Individual,Manual,First Owner
Tata Nano Lx,2011,101569.9125,120000,20000,Petrol,Individual,Manual,First Owner
Maruti Ciaz 1.4 Delta,2018,569108.5299,650000,70000,Petrol,Individual,Manual,First Owner
Maruti Alto LX,2009,123208.5543,150000,60000,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,481616.067,550000,35000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,2012,562961.4788,650000,71042,Diesel,Dealer,Manual,First Owner
Mitsubishi Pajero Sport 4X4,2012,914491.8036,1025000,167870,Diesel,Dealer,Manual,Second Owner
Ford Fiesta 1.5 TDCi Titanium,2011,161952.5152,195000,133564,Diesel,Dealer,Manual,First Owner
Mercedes-Benz C-Class Progressive C 220d,2018,3160444.48,3800000,10000,Diesel,Dealer,Automatic,First Owner
BMW 3 Series 320d Sport,2013,1204642.632,1490000,40000,Diesel,Dealer,Automatic,First Owner
BMW X5 xDrive 30d xLine,2019,4140357.465,4950000,30000,Diesel,Dealer,Automatic,First Owner
Honda City i-VTEC CVT ZX,2018,981460.2106,1140000,23038,Petrol,Trustmark Dealer,Automatic,First Owner
Chevrolet Beat Diesel LS,2011,79842.67818,95000,70000,Diesel,Individual,Manual,First Owner
BMW 3 Series GT Luxury Line,2017,2665819.19,3050000,30000,Diesel,Individual,Automatic,First Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2017,476238.8198,550000,19890,Petrol,Dealer,Automatic,First Owner
Maruti Ertiga VXI,2015,536986.541,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai Grand i10 Magna AT,2017,442249.4155,520000,10510,Petrol,Dealer,Automatic,First Owner
Chevrolet Beat LT Option,2016,209553.0676,239000,41000,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,2017,2258289.244,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Hyundai i10 Magna,2012,185411.3453,229999,49824,Petrol,Dealer,Manual,First Owner
Audi A6 2.0 TDI Premium Plus,2013,1133147.174,1300000,58500,Diesel,Dealer,Automatic,First Owner
Maruti Baleno Delta 1.2,2017,525476.1604,585000,43608,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha CVT,2018,663313.8989,825000,11212,Petrol,Trustmark Dealer,Automatic,First Owner
Hyundai i20 1.4 Magna Executive,2013,226475.1249,280000,52000,Diesel,Dealer,Manual,First Owner
Maruti Baleno Zeta,2016,605877.4209,725000,49217,Petrol,Trustmark Dealer,Manual,First Owner
Mahindra Verito 1.5 D4 BSIV,2015,259306.9329,300000,90000,Diesel,Individual,Manual,First Owner
Hyundai Xcent 1.2 Kappa S,2015,311904.2613,375000,70000,Petrol,Individual,Manual,First Owner
Honda City VTEC,2003,275759.9108,310000,90000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Swift Dzire VDi,2011,325854.9998,375000,190000,Diesel,Individual,Manual,Third Owner
Ford Endeavour 3.2 Titanium AT 4X4,2016,1585461.164,1950000,106000,Diesel,Individual,Automatic,First Owner
Tata Xenon XT EX 4X2,2012,347637.1742,400000,80000,Diesel,Individual,Manual,Second Owner
Nissan Terrano XL Plus 85 PS,2014,458745.0424,550000,80000,Diesel,Individual,Manual,Second Owner
Maruti Eeco 7 Seater Standard BSIV,2018,220535.6411,270000,20000,Petrol,Individual,Manual,First Owner
Maruti Ertiga ZDI,2012,472966.702,555000,110000,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Ambiente,2013,414445.6983,500000,60000,Diesel,Individual,Manual,Second Owner
Skoda Laura Elegance 1.9 TDI  AT,2010,339739.7816,400000,130000,Diesel,Individual,Automatic,Second Owner
Hyundai EON 1.0 Era Plus,2017,240553.3333,280000,28838,Petrol,Individual,Manual,First Owner
Tata Indica GLS BS IV,2008,67179.32773,80000,200000,Petrol,Individual,Manual,First Owner
Tata Indica DLS,2006,46840.99124,55000,100000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI Airbag,2014,202948.5476,250000,50000,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLX 2WD,2010,221183.7504,250000,190000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra Jeep MM 540,2007,84293.19105,95000,100000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio 1.99 S10,2014,615418.3343,725000,135000,Diesel,Individual,Manual,Second Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,276437.5373,320000,50000,Diesel,Individual,Manual,Third Owner
Skoda Octavia Elegance 2.0 TDI AT,2014,985600.2694,1200000,135000,Diesel,Individual,Automatic,Third Owner
Chevrolet Beat Diesel LS,2012,132726.1424,160000,50000,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2018,646127.4993,790000,19571,Diesel,Dealer,Manual,First Owner
Honda City i-VTEC ZX,2018,988250.278,1200000,29600,Petrol,Dealer,Manual,First Owner
Maruti Swift LXI,2011,141665.728,175000,70000,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,765579.0154,950000,15000,Diesel,Individual,Automatic,First Owner
Maruti Celerio LXI MT BSIV,2019,279335.8356,340000,50000,Petrol,Individual,Manual,First Owner
Renault Captur 1.5 Diesel RXT,2017,736179.1488,825000,13500,Diesel,Individual,Manual,First Owner
Audi A4 30 TFSI Technology,2018,2778435.366,3100000,22000,Petrol,Individual,Automatic,First Owner
Honda Amaze VX Diesel BSIV,2018,645731.158,780000,25000,Diesel,Dealer,Manual,First Owner
Toyota Corolla Altis 1.8 VL AT,2010,284120.7052,350000,80000,Petrol,Individual,Automatic,Third Owner
Honda Amaze VX Petrol BSIV,2018,555135.3153,690000,39000,Petrol,Dealer,Manual,First Owner
Maruti Alto 800 VXI,2016,206512.3853,245000,60000,Petrol,Individual,Manual,First Owner
Honda Amaze VX Diesel BSIV,2018,710092.2755,790000,49000,Diesel,Dealer,Manual,First Owner
Honda Amaze VX i-VTEC,2018,555797.4724,680000,48600,Petrol,Dealer,Manual,First Owner
Hyundai Grand i10 Asta Option,2017,466320.046,540000,20000,Petrol,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON G80 K2,2016,361188.4244,425000,25000,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo Sports,2008,120961.7077,140000,120000,Petrol,Individual,Manual,First Owner
Maruti Ertiga ZDI Plus,2019,893621.4435,1100000,30000,Diesel,Individual,Manual,First Owner
Renault Lodgy 85PS RxL,2015,586285.6441,715000,35000,Diesel,Individual,Manual,First Owner
Audi A4 3.0 TDI Quattro,2013,1307660.677,1580000,86000,Diesel,Dealer,Automatic,First Owner
Audi Q3 2.0 TDI Quattro Premium Plus,2015,1487446.935,1750000,127643,Diesel,Dealer,Automatic,First Owner
Tata Zest Revotron 1.2T XMS,2018,339090.2855,400000,54000,Petrol,Dealer,Manual,Second Owner
Audi A6 2.0 TDI  Design Edition,2014,1431857.068,1750000,102354,Diesel,Dealer,Automatic,First Owner
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,1595627.003,1850000,62237,Petrol,Dealer,Automatic,First Owner
Hyundai Santro Xing XL eRLX Euro III,2005,101406.6317,114999,90000,Petrol,Dealer,Manual,Second Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,780020.9204,950000,21394,Diesel,Dealer,Manual,First Owner
Datsun GO T Petrol,2015,248004.9674,310000,32686,Petrol,Dealer,Manual,First Owner
Mahindra Jeep CJ 500 DI,2006,480552.6304,575000,1001,Diesel,Dealer,Manual,First Owner
Renault Pulse RxZ,2017,408819.3166,490000,22000,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 Magna,2017,394478.3036,480000,53261,Petrol,Dealer,Manual,First Owner
Land Rover Discovery Sport SD4 HSE Luxury,2016,2948811.174,3500000,53000,Diesel,Dealer,Automatic,First Owner
Renault KWID 1.0 RXT Optional,2018,306582.5078,370000,10000,Petrol,Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2017,747625.8207,835000,14000,Diesel,Dealer,Manual,First Owner
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,523474.2739,650000,44000,Petrol,Dealer,Manual,First Owner
Toyota Etios VD,2014,554948.7235,670000,39895,Diesel,Dealer,Manual,First Owner
Chevrolet Cruze LTZ AT,2017,808702.0527,950000,73000,Diesel,Dealer,Automatic,First Owner
Honda City i-VTEC SV,2014,565212.1775,690000,17000,Petrol,Dealer,Manual,First Owner
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,536509.5126,670000,18591,Petrol,Dealer,Manual,First Owner
Tata Nexon 1.5 Revotorq XZ,2017,768079.9607,925000,26766,Diesel,Dealer,Manual,First Owner
Hyundai EON Magna Plus,2015,206671.6539,250000,30000,Petrol,Individual,Manual,First Owner
Tata Sumo Gold EX,2016,426003.9069,509999,42000,Diesel,Individual,Manual,First Owner
Honda City i DTEC VX,2014,438540.8067,520000,110000,Diesel,Individual,Manual,First Owner
Tata Indica DLE,2005,89806.07774,100000,100000,Diesel,Individual,Manual,First Owner
Tata Indica DLS,2006,74090.32681,85000,300000,Diesel,Individual,Manual,Second Owner
Tata Indigo LX,2009,116592.9635,130000,110000,Diesel,Individual,Manual,Third Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2018,762658.8655,950000,27620,Diesel,Dealer,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,377852.3834,450000,70000,Petrol,Individual,Manual,First Owner
Honda City S,2012,261767.0026,320000,50000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2015,408849.6199,480000,50000,Diesel,Individual,Manual,First Owner
Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,2226927.275,2490000,46000,Diesel,Individual,Automatic,First Owner
Toyota Innova 2.5 VX 8 STR,2012,683888.2648,790000,82000,Diesel,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,2016,100426.8129,120000,120000,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,2006,63148.95551,75000,80000,Petrol,Individual,Manual,Third Owner
Tata Indica GLS BS IV,2010,84261.25077,99000,70000,Petrol,Individual,Manual,First Owner
Maruti S-Cross Zeta DDiS 200 SH,2018,893440.6964,1015000,20000,Diesel,Individual,Manual,First Owner
Mahindra Xylo D4 BSIV,2013,221069.838,250000,200000,Diesel,Individual,Manual,Second Owner
Toyota Innova Crysta 2.5 VX BS IV,2011,456240.7264,520000,120000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 AT SX Option,2018,931851.9744,1100000,30000,Diesel,Individual,Automatic,First Owner
Toyota Innova 2.5 V Diesel 7-seater,2005,163532.7678,200000,223000,Diesel,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2016,430052.2199,525000,60000,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta 1.2,2016,421068.2767,500000,40000,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S2 7 Seater,2016,563668.6909,675000,161327,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,2009,121569.0289,150000,60000,Petrol,Individual,Manual,Third Owner
Mahindra Bolero DI,2007,213314.1158,250000,50000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,399648.3991,450000,6000,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing XS,2009,132354.1133,150000,68000,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2012,167604.2626,200000,85000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,446563.6774,525000,70000,Diesel,Individual,Automatic,First Owner
Maruti Esteem VX,1999,51105.10065,60000,35000,Petrol,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2010,159600.9819,180000,100000,Diesel,Individual,Manual,Second Owner
Honda Amaze S i-Dtech,2015,394184.5688,475000,110000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,326218.9655,380000,195000,Diesel,Individual,Automatic,Second Owner
Maruti Alto 800 LXI,2015,252754.3292,285000,46000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2008,74537.32379,91200,60000,Petrol,Individual,Manual,Second Owner
Datsun RediGO T Option,2017,223568.8753,250000,46000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Sportz,2015,349898.0876,400000,42000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XG AT,2006,128207.5449,160000,90000,Petrol,Individual,Automatic,Second Owner
Skoda Yeti Ambition 4X2,2012,533307.6101,650000,85000,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 SX,2012,351237.9928,409999,120000,Diesel,Individual,Manual,Third Owner
Ford Ecosport 1.5 DV5 MT Titanium,2013,367617.818,425000,72000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,2013,221053.6198,250000,71000,CNG,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,2009,162715.192,200000,110000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Wagon R LXI CNG,2013,216316.7913,250000,71000,CNG,Individual,Manual,Second Owner
Volkswagen Polo Diesel Trendline 1.2L,2010,108205.862,130000,144000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Eeco 5 Seater AC BSIV,2017,210003.7781,260000,30000,Petrol,Dealer,Manual,First Owner
Hyundai Verna SX,2007,126994.1403,155000,65000,Petrol,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,2015,364590.0149,450000,38000,Diesel,Individual,Manual,First Owner
Maruti SX4 Celebration Petrol,2012,195801.6447,220000,90000,Petrol,Individual,Manual,Second Owner
Hyundai i20 Active S Diesel,2018,567249.8342,650000,37000,Diesel,Dealer,Manual,First Owner
